Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,280,,,,John Cage about Silence.” YouTube,,"When I hear what we call music, it seems to me that someone is talking. And talking about his feelings or about his ideas, of relationships. But when I hear traffic, the sound of traffic here on Sixth Avenue for instance, I don’t have the feeling that anyone is talking, I have the feeling that a sound is acting, andI love the activity of sound. What it does, is it gets louder and quieter, and it gets higher and lower. And it gets longer and shorter. I’m completely satisfied with that, I don’t need sound to talk to me. And this silence, almost anywhere in the world today, is traffic. If you listen to Beethoven, it’s always the same, but if you listen to traffic, it’s always different.",,
,189,Animal New York,Metropolitan Opera House,"<iframe src=""https://goo.gl/maps/LuFVqE8uA2U2"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>New York Night: The Mystique and its History</i> by Mark Caldwell, 2005",An Irish Terrior named Masterpiece won the show. ,1899: A dog show held in the Metropolitan Opera House a few weeks prior to its opening left a major infestation of fleas in the auditorium’s plush seats.,,
,418,Ghost Town,302 West 11th St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447021271854!6m8!1m7!1sZYPWH-RETfpHidjsvEpD6Q!2m2!1d40.73582577635537!2d-74.00610519607727!3f198!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>New York Night: The Mystique and its History</i> by Mark Caldwell, 2005","The poet Dylan Thomas died in New York's White Horse Tavern. His famous last words: ""I've had 18 straight whiskies......I think that's the record.""  He was 39 years old. ","In recollections of the 1950s, in films, and in photographs, perhaps the most striking feature of Manhattan that emerges again and again is its emptiness—the abandoned look of even its most important arteries. Third and Sixth Avenues had the excuse of sudden exposure after decades under the shadow, soot, and screech of their elevated lines.","In recollections of the 1950s, in films, and in photographs, perhaps the most striking feature of Manhattan that emerges again and again is its emptiness—the abandoned look of even its most important arteries. Third and Sixth Avenues had the excuse of sudden exposure after decades under the shadow, soot, and screech of their elevated lines. But much of the rest of New York looked similar—beaten up and exhausted by hard use.<br><br>This comes out most poignantly in photographic records of Greenwich Village. The streets are void of traffic, both vehicular and pedestrian: parking spaces abound; the signs are handmade and amateurish. Café and restaurant interiors resemble grammar school classrooms, a clutter of junk and a creativity more childish than avant-garde. Exteriors seem forgotten, embalmed: in a 1960 photo of the White Horse Tavern on Hudson Street, now a sidewalk café overrun by models and stockbrokers, looks like what it then really was: a seedy bar on the corner of fire escapes and walkup apartments.",
,574,Politics,Madison Square Garden,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447154112064!6m8!1m7!1soNLUY0e1h3TArhVA5rqikw!2m2!1d40.75083988515463!2d-73.99443404242773!3f93!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>New York Night: The Mystique and its History</i> by Mark Caldwell, 2005",,"The <i>Herald</i> announces: “Residents of New York City and the country around will be able to read in the skies the result of the battle of the ballots to-morrow.” A searchlight, placed atop the Madison Square Garden Tower, beamed out the results as soon as they came in, pointing southward to announce that the Democrats had won.",,
,28,x,,,"<i>New York Night: The Mystique and its History</i> by Mark Caldwell, 2005",,"By day New York turns to practicality, to the provident tasks of survival. But at night ancient Manhattan comes back as a ghost from a deeper world still living but unwisely forgotten.",,
,,,5th Ave and Madison Square,,"<i>New York Night: The Mystique and its History</i> by Mark Caldwell, 2005",,"A five-story-high plaster and wood arch over Fifth Avenue at Madison Square, built to commemorate the Spanish-American War, featured a garland of electric lights. But it looked stodgy beside a 45-foot-long Heinz pickle blaring out across the square, outlined in rapidly blinking green bulbs with 577 GOOD THINGS FOR THE TABLE flashing beneath it in a riot of color.",,
,126&127,Alone Together,51st St & 3rd Avenue,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447153784607!6m8!1m7!1scMJciFIhagFqivG3Xsnkxw!2m2!1d40.7564542!2d-73.9703087!3f93!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Breakfast at Tiffany’s: A Short Novel and Three Stories</i> by Truman Capote, 1958",,"Another night, deep in the summer, the heat of my room sent me out into the streets. I walked down Third Avenue to Fifty-first Street, where there was an antique store with an object in its window I admired: a palace of a bird cage, a mosque of minarets and bamboo rooms yearning to be filled with talkative parrots. But the price was three hundred and fifty dollars.","Another night, deep in the summer, the heat of my room sent me out into the streets. I walked down Third Avenue to Fifty-first Street, where there was an antique store with an object in its window I admired: a palace of a bird cage, a mosque of minarets and bamboo rooms yearning to be filled with talkative parrots. But the price was three hundred and fifty dollars. On the way home I noticed a cab-driver crowd gathered in front of P. J. Clark’s saloon, apparently attracted there by a happy group of whiskey- eyed Australian army officers baritoning, “Waltzing Matilda.” As they sang they took turns spin-dancing a girl over the cobbles under the El; and the girl, Miss Golightly, to be sure, floated round in their, arms light as a scarf. ",
,,Ghost Town,35th St & 11th Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447145150719!6m8!1m7!1sQ4R-DQcgvL0nvJnMOwWtoA!2m2!1d40.75644537250612!2d-74.00148907565612!3f299!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>The Power Broker: Robert Moses and the Fall of New York</i> by Robert Caro, 1975","<i>New York Times</i>, October 25, 1908: Seth Low Hascamp, 7 years old, was playing follow-the-leader with his friends. As he climbed up and over a freight train car, the locomotive jolted into motion. Little Seth was thrown beneath its wheels, where he was ground to pieces.
","The railroad tracks wended their way between the buildings, making several sharp curves, and then emerged on Eleventh Avenue along which, at street level, trains inched their way in a straight line down to the foot of the island. In front of every train, to warn pedestrians and drives, rode a cowboy on a horse, waving a large red flag. Since the trains came at frequent intervals and moved extremely slowly along the avenue, traffic was frequently backed up for blocks. Often, a driver would become impatient and ignore the warning flag. For that reason, Eleventh had become known as “Death Avenue.” For years, the city had tried without success to find a solution to the problem posed by the presence of the railroad along the West Side.",,
,588-589,x,TBD,,"<i>The Power Broker: Robert Moses and the Fall of New York</i> by Robert Caro, 1975",Robert Moses,"To compare the works of Robert Moses to the works of man, one has to compare them not to the works of individual men but to the combined
total work of an era. ","To compare the works of Robert Moses to the works of man, one has to compare them not to the works of individual men but to the combined
total work of an era. The yardstick by which his public housing and Title 1 feats can best be measured, for example, is the Age of Skyscrapers, which reared up the great masses of stone and steel and concrete over Manhattan in quality comparable to his. The yardstick by which the influence of his highways can be gauged is the Age of Railroads. But Robert Moses did not build only housing projects and highways. Robert Moses built parks and playgrounds and beaches and parking lots and cultural centers and civic centers and a United Nations Building and a Shea Stadium and a Lincoln Center and the mid-city campuses of four separate universities. He was a shaper not of sections of a city but of a city. He was, for the greatest city in the Western world, the city shaper, the only city shaper. In sheer physical impact on New York and the entire metropolitan region, he is comparable not to the works of any man or group of men or even generations of men. In the shaping of New York, Robert Moses was comparable only to some elemental force of nature.<br><br>But if in the shaping of New York, Robert Moses was an elemental force, he was also a blind force: blind and deaf to reason, to argument, to new ideas, to any ideas except his own.",
,,x,Guggenheim,,"<i>The Power Broker: Robert Moses and the Fall of New York</i> by Robert Caro, 1975",,"Regarded in Russia as our greatest builder, was how Robert Moses characterized Frank Lloyd Wright.",,
,,x,?,,"<i>The Power Broker: Robert Moses and the Fall of New York</i> by Robert Caro, 1975",,"In the mid-1950’s, short on cash as usual, [Moses] announced to aides that he was going to write “a trashy piece of pulp” that he was sure to sell. Ironically, when he finished it—a reportedly sex-filled novel titled <i>From Palms to Pines</i>—and sent it to various publishing houses under a pseudonym, not one would publish it.",,
,,x,,,"<i>The Power Broker: Robert Moses and the Fall of New York</i> by Robert Caro, 1975",,"Around the Arsenal squatted the twenty-two ancient wooden animal houses of the Central Park Menagerie, crumbling away beneath their yellow paint. So rotted were their walls that park department officials feared that a single charge from a large animal, perhaps maddened by fire, might tear thecage bars right out of them. Instead of rebuilding the animal houses, the department had stationed keepers in front of the lion and tiger cages with rifles and had instructed them to shoot the big carnivores if fire broke out.<br>The Menagerie was filled with surprises. Because it gratefully accepted any gift that would fill a cage, and people therefore donated their unwanted family pets, it was housing in 1932, alongside the hyacinth cockatoos and the vulturine guinea fowl, several dozen canaries, and, in a large cage between the mountain lions and the leopards, an Airedale. Because the Menagerie did not adequately care for its animals or dispose of them when they grew old, its exhibits included such old pensioners as a senile tiger, a puma with rickets and a semi-paralyzed baboon. Its most fearsome exhibits were rats, which roamed it in herds and had become so bold that they were stealing food from the lions’ feeding pans. The most vivid memory carried away by many visitors was of the sickening stench that rose from the dung-heaped Barbary-pen.",,
,121,,Waverly Place & Christopher St,,"<i>Stonewall: The Riots That Sparked the Gay Revolution</i> by David Carter, 2004",,"Waverly Place achieves the distinction that makes it unique among the streets of New York City: the only street in the city to wrap around itself, it does so where it crosses Christopher Street, throwing itself around the three-sided Northern Dispensary (as a New Yorker once put it, “Where Waverly intersects Waverly intersecting Waverly”). ","Waverly Place achieves the distinction that makes it unique among the streets of New York City: the only street in the city to wrap around itself, it does so where it crosses Christopher Street, throwing itself around the three-sided Northern Dispensary (as a New Yorker once put it, “Where Waverly intersects Waverly intersecting Waverly”). From this point, as if having succeeded in confusing itself, Waverly takes a sudden sharp bend like the irregular pathof a drunk and continues east to Sixth Avenue. But not before running into Gay Street on its northern side, a surprisingly short street that in its own diminutive existence of one block cannot keep itself straight, veering back upon itself at an odd angle, only to turn back into Christopher Street.",
,278,,,,Cheever Moving Out,,"Bessie Smith is singing Jazzbo Brown from a radio in the orange drink stand at the corner. Halfway down Sutton Place a blind man is playing “Make Believe” on a sliding trombone. Beethoven’s Fifth Symphony, all threats and revelations, is blowing out of an upstairs window.",,
,,Arts & Letters,28 West 44th Street,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447019083366!6m8!1m7!1sb69DAaBUv0kYyLbCEDra1w!2m2!1d40.75543642201871!2d-73.98145986969719!3f121!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","“My Little Bit of Country"" by Susan Cheever in <i>Central Park: An Anthology</i>, 2012 ","<i>The New Yorker's</i> office was on W 44th Street during John Cheever's years as an acclaimed short story writer for the magazine. On March 1977, Cheever appeared on the cover of Newsweek with the caption, ""A Great American Novel: John Cheever's <i>Falconer</i>."" ","My father was writing stories for <i>The New Yorker</i> magazine and hoping that one day he would be able to write a novel. He was an artist, but he liked to keep up appearances. In the morning he got dressed in a business suit from Brooks Brothers with a rep tie and felt hat with a grosgrain band and rode down in our building elevator with all the other men dressed the same way on their way to work. They got off at the first floor and left the building through the lobby on their way to Wall Street and midtown. My father crossed the lobby and walked down the back stairs to the basement, where he wrote all day in a windowless storage room in his boxer shorts, with his suit carefully hung against the wall. ",,
,736,City on Fire,Morningside Gardens,,"<i>City in the Sky: The Rise and Fall of the World
 Trade Center</i> by James Glanz and Eric Lipton, 2003",,The high-rise complex...whose central strategy was to create a barricade to shield the Acropolis of America—as it was envisioned—from Harlem,"The high-rise complex called Morningside Gardens in Morningside Heights was built by David Rockefeller, whose central strategy was to create a barricade to shield the Acropolis of America—as it was envisioned—from Harlem.",
,701,City on Fire,33 Union Square West,,"<i>City That Never Sleeps: New York and the Filmic Imagination</i> edited by Murray Pomerance, 2007",,"The Communist Party still had their offices on the eighth floor of 33 Union Square West in 1967–1968 when Andy Warhol moved his Factory to the building. The Factory was on the sixth floor, where Warhol was shot.","The Communist Party still had their offices on the eighth floor of 33 Union Square West in 1967–1968 when Andy Warhol moved his Factory to the building. The Factory was on the sixth floor, where Warhol was shot.",
,,x,Telegraph = 525 W 52nd St ,,Cohen and Popik,Contested origin...popularized by turf racing reporter John J. Fitz Gerald at the <i>New York Morning Telegraph</i>,"Charles Gillett created the Big Apple tourism campaign, which was conceived during the 1964–65 World’s Fair, and most of the bureau’s publications carried “Come to the Fair” or similar slogans in large type. Gillett proposed that after the Fair, the city was The Big Apple, named after jazz musicians’ nickname for the city because that’s where they’d get the best jobs.",,
,,Alone Together,233 Broadway,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447153815212!6m8!1m7!1sT-x_5LeawHxTwkrLg9-iFw!2m2!1d40.71226288177333!2d-74.00789658751428!3f284!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984",,"Hart Crane arranges a landscape of impressionist imprecision inside
the frame of his window: “At twilight on a foggy evening ... it is beyond description,” he says of the harbor—beyond description because beyond perception, atmospherically smudged, the top of the Woolworth Building swallowed by a cloud.",,
,271,Animal New York,125th St & Broadway,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447123267239!6m8!1m7!1sb7KLqoP-6poThR3ksYFZkg!2m2!1d40.8157241086649!2d-73.95812503999274!3f247.66956288639489!4f13.8091725310843!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984",Robert Moses decided cut costs on the railroad tracks between 125th and 155th streets by leaving them uncovered—a stretch that borders the traditionally black neighborhood of Harlem. ,"Uncovered tracks meant a never-ending clanking, from the couplings of railroad cars, and periodic bawling, from the cows and other animals being transported south to the slaughterhouses, unless the people who live in the apartments above keep their windows closed.",,
,,Animal New York,326 E 110th St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447128488033!6m8!1m7!1stR4yO_oTzFKRStzjzXoiFA!2m2!1d40.79264065414733!2d-73.93924882117639!3f218.44!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","New York City’s largest shelter is the Center for Animal Care and Control on 110th st, where over 16,000 dead animals are disposed of every year. For New Yorkers on the go, NYC.gov advises citizens: You can also put a dead animal out for pickup by the Department of Sanitation on your garbage day. The remains must be placed in a heavy-duty black plastic bag or double plastic bag and a note should be taped to the bag stating its contents (for example, ""dead dog"" or ""dead cat""). ","Gay Talese sees the whole city as engaged in this famished consumption and excretion, ridding itself daily of tons of trash, leaving unclaimed umbrellas in the lockers of the Port Authority bus station, and distributing dead animals through the streets.",,
,,Arts & Letters,33 West 67th St ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447133778263!6m8!1m7!1sd0_SrwpTBUcruiVbTgq4bA!2m2!1d40.77379349065185!2d-73.98009464399802!3f39.94!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984",<i>The Blind Man</i> was an art and Dada journal by the New York Dadaists published briefly out of Marcel Duchamp's studio apartment apartment on 67th St in 1917. ,"Picabia called it a Cubist city in 1913, and on his return in 1915 credited it with his conversion to the mechanomorphic style, for America shows that “the genius of the modern world” resides in machinery. The Cubist Albert Gleizes told a reporter, “New York inspires me tremendously.” Duchamp declared, “I adore New York.”",,
,181,Arts & Letters,Museum of Modern Art ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447133951784!6m8!1m7!1sCA0D6alRhu_m4-yQVe3gYQ!2m2!1d40.7615777!2d-73.977371!3f12!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","<a href=""http://www.moma.org/collection/works/34734?locale=en"">Francis Picabia's <i>New York</i></a> (1913) can be seen at the Museum of Modern Art. ","Picabia’s first act of abstract defiance was his refusal to paint what his eye saw in New York. His city forfeits this anecdotal abundance. Picabia absorbed impressions only to overcome them. He had passed, he explained, “entirely beyond the material, therefore there is nothing materialistic in my studies of New York nor anything sensual.” He painted what his brain saw, a conceptual, not an actual, New York, a huddle of jostling oblongs and aspiring triangles plastically corresponding to the élan he felt in the buildings, bridges, and hurrying avenues. As he says in the title of a 1913 watercolor, his is a “New York seen through the body.”",,
,142,Arts & Letters,381 Lafayette Street,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447134230581!6m8!1m7!1s-_Tfel1xngbviqPjb12l8A!2m2!1d40.72755622868765!2d-73.99339436313579!3f114.346599733698!4f7.123810940473504!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","Fall 1965: A former orphanage at 381 Lafayette Street is converted into a studio space for Rauschenberg. Today, this is the location of the Robert Rauschenberg Foundation. ","Rauschenberg: a flâneur who becomes a bricoleur. The bricoleur is Crusoe on his island. He is also Rauschenberg in New York, scavenging on the beaches of Staten Island and among the downtown gutters and the junk shops of Canal Street for the urban jetsam which is to be the raw material of his art. ","Rauschenberg: a flâneur who becomes a bricoleur. The bricoleur is Crusoe on his island. He is also Rauschenberg in New York, scavenging on the beaches of Staten Island and among the downtown gutters and the junk shops of Canal Street for the urban jetsam which is to be the raw material of his art. The artist’s compact with the city requires him to behave as if, like Crusoe, he were the first and only man there. He must adapt to its random order by limiting his range of choices.<br><br>Rauschenberg had a rule, when on the lookout for objects to make art from, that he’d go once around the block in quest of them. If that didn’t yield enough, he could go one further block in any direction; then no more.<br><br>On his forays Rauschenberg picked up ventilation ducts, bicycle wheels, rubber tires, packing cases, cardboard, corrugated paper, and a stuffed angora goat.",
,171,Arts & Letters,Pearl St & Fulton St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447136392292!6m8!1m7!1sHBDQ466hSdf-26yTuUk0zA!2m2!1d40.70765748247368!2d-74.00422906795464!3f155!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","While the work is considered a ""Rauschenberg,"" Cage wrote in 1961 in <i>Silence</i>, ""I know he put the paint on the tires. And he unrolled the paper on the city street. But which one of us drove the car?""","For his “Automobile Tire Print” in 1951, Rauschenberg glued together twenty sheets of paper, then inked the pavement on Fulton Street at Pearl. John Cage drove a car through the ink and along the paper.",,
,,Ghost Town,New York City Hall,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447144868466!6m8!1m7!1sdolmtucW2hs16inGZiEDlQ!2m2!1d40.71298282580761!2d-74.0073050613631!3f119.92491250272441!4f0.27848543923377633!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","On April 25, 1865, Whitman stood among the crowd in front of City Hall where Lincoln’s body had lain in state.  Whitman's elegy on the death of Lincoln, <a href=""http://www.whitmanarchive.org/published/LG/1891/poems/193"">""When Lilacs Last in the Dooryard Bloom'd""</a> was included in the 1865 edition of <i>The Leaves of Grass.</i>","The ghost of Whitman still presides. He sits naked, bearded, wearing a sun hat, and watches the gymnastic revels of a crowd he might have invented. ",,
,,Ghost Town,11 Broad Street ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447147780744!6m8!1m7!1sYXUvw1G2QUDSWvmvkUUdJw!2m2!1d40.70757488693994!2d-74.01185792644806!3f305!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984",,Chase National Bank maintains a crematory at 11 Broad St. for burning bond issues.,,
,165,Landmarks,Brooklyn Bridge,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447107551703!6m8!1m7!1s4YuEH2gPwcT0j7iQFxedYg!2m2!1d40.70830792346313!2d-73.99962238847922!3f130!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","When asked about any possible influence from MGM's <i>The Wizard of Oz</i>, Sidney Lumet, director of <i>The Wiz</i> stated that ""there was nothing to be gained from [the 1939 film] other than to make certain we didn't use anything from it. They made a brilliant movie, and even though our concept is different — they're Kansas, we're New York; they're white, we're black, and the score and the books are totally different — we wanted to make sure that we never overlapped in any area.""","In <i>The Wiz</i> (1978) the yellow brick road is rerouted across the Brooklyn Bridge to the World Trade Center.",,
,581,Landmarks,Brooklyn Bridge,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447024380149!6m8!1m7!1sgOAZQ02pC3WUztrpBdkiIg!2m2!1d40.70617526984576!2d-73.99685747553016!3f83!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","One of Hart Crane's most celebrated poems is 1933's ""<a href=http://www.poetryfoundation.org/poem/172024>To the Brooklyn Bridge</a>."" ","Crane writes of “the ecstasy of walking hand in hand across the most beautiful bridge of the world, the cables enclosing us and pulling us upward in such a dance ... ”","Crane writes of “the ecstasy of walking hand in hand across the most beautiful bridge of the world, the cables enclosing us and pulling us upward in such a dance ...""<br><br>In 1924 Crane removed himself to Columbia Heights, where he could be at a meditative distance from the city. Now, instead of living in it and being spent by it, he could look at it and understand it from afar. Across the river, it has receded into an image; between himself and it he has placed the Brooklyn Bridge, “the most superb piece of construction in the modern world,” as he called it, which engenders or engineers that image. The bridge suggests
a reconstruction of himself. ",
,,Landmarks,New York Public Library,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447107469674!6m8!1m7!1sFR-Gcj5IDRGxJ72fhcikWw!2m2!1d40.75281862431339!2d-73.98137446297662!3f296!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","Regarded as the apogee of Beaux-Arts design, the New York Public Library was the largest marble structure ever attempted in the United States when it was built out of Vermont marble in 1902. ","Apollinaire imagined that the New York Public Library was made of white marble and owed its present soiled hue to being washed each day with brown soap.
",,
,,The Biz,233 Broadway,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447135760546!6m8!1m7!1sOeLA4TCpTz1n4_CZnyGR6w!2m2!1d40.71220088713792!2d-74.00851805836575!3f41.21188191900988!4f54.994686084425894!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","Given its resemblance to European Gothic cathedrals, the Woolworth building was called ""The Cathedral of Commerce"" by the Reverend S. Parkes Cadman.","In Duchamp’s America, art had been supplanted by engineering. The country’s creativity, he thought, went into its plumbing and its bridges; all art had to do was make selections from its utilitarian stock, as he did when he tagged the Woolworth Building as a ready-made. Because New York was already “a complete work of art,” it absolved Duchamp from the necessity of creating new works of art. Its gift to him was that it silenced him. “I have not painted a single picture since coming over,” he boasted.",,
,124,W-Cinematic New York,W 9th St ,,"<i>Art of the City</i> by Peter Conrad, 1984",,"<i>Rear Window</i> is set on a fictitious 125 West 9th Street, nonexistent because West 9th has a career of only a single block.",,
,,W-Cinematic New York,,,"<i>Art of the City</i> by Peter Conrad, 1984",,"King Vidor, making <i>The Crowd</i> in New York in 1928, hides the camerainside a barricade of packing crates on a corner or mounted it on the backof a truck from where it peers out through a hole in the flap. Vidor loiters alongside, posing as an idler on the street, and mutters his instructions to the cameraman under cover. ",,
,,W-Cinematic New York,,,"<i>Art of the City</i> by Peter Conrad, 1984",,"The filming of Dassin’s “The Naked City” is organized with a devious skill worthy of the criminals whose activity it investigates. To allay the suspicions of passersby, diversions are staged: a juggler performs and a man propped on a thirty-foot ladder waves the American flag. Street smart imps relish the way the camera picks the pockets of the citizens by cheating them of their fees as extras. A shoeshine boy remarks to the producer, Mark Hellinger, that the crowd distracted by the juggler “should be getting twenty-five a day for being in the movies and they don’t know it.” Sometimes, while conducting surveillance, the camera unintentionally sees things it shouldn’t—not breaches of the law but incriminating social details which Dassin is forcedto cut from the release print, such as Bowery bums selling off their last possessions outside the Diamond Exchange. ",,
,106,x, 405 Lexington Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447022570080!6m8!1m7!1sO4FMEyIhedLl6jWMx7HkLQ!2m2!1d40.75182211452081!2d-73.97579793832247!3f146!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984",,"At first the Empire State was to be only four feet taller than the Chrysler, and John Jacob Raskob worried that Walter Chrysler might cheat by hiding a mast in his spire and suddenly raise it to win the race. For these men the buildings symbolize a power over mortality and over the human body which, for all their wealth, they themselves don’t possess.",,
,,x,,,"<i>Art of the City</i> by Peter Conrad, 1984",,An index of consumption: How many millionaires are there in the city? How much does land cost per square inch on Wall Street? What’s the lucrative length of Fifth Avenue. ,,
,,x,United Nations,,"<i>Art of the City</i> by Peter Conrad, 1984",(designed UN),"Appropriately, Le Corbusier’s first view of New York was from his liner while it was anchored in quarantine. He sees it from within a sanitary cordonand admires its gelid beauty. Disembarking, he finds it to be carnally real and repellent. Before he can approve of it, it must be pristinely repackaged, insulated from the bacterial atmosphere. He commends the cellophane casing of sandwiches, the polished bar tops, and the trains in Grand Central, which are kept spick and span by legions of black janitors. But the apogee of his cleansed and hermetically sealed New York is Radio City, where he goes with Léger to make a broadcast. As its name proclaims, it’s a city within— and immunized against—the city. It’s installed “in one of the skyscrapersof Rockefeller Center,” safe from the savage, infested outdoors. He likes the claustral hush of its elevators and corridors and gratefully breathesits filtered and tempered air. Radio City is one of his bloodless cathedrals. Inside the studio he sees another room made by muting and insulation: a glass aquarium for spectators, who can chatter at will without being heard because their booth is soundproofed. ",,
,233,x,,,"<i>Art of the City</i> by Peter Conrad, 1984",,"Van Vechten believes that the architectural mutability of New York contradicts the solid stony permanence most cities aim to possess. New York commits itself to a more promiscuous, truant element—“if a city may conceivably be compared to a liquid, it may be reasonably said that New York is a fluid: it flows” ... Pleasures well and gush there in streamy succession, catering to the insatiability of urban appetites. Among the most liquidly unstable sites mentioned by Van Vechten are those which trade in the watery elements, speakeasies and the business places of the bootleggers.",,
,299,x,Central Park Zoo,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447121525267!6m8!1m7!1soqWSDpHDXpJZw2rn3OEJzQ!2m2!1d40.76749201600873!2d-73.9706551220753!3f287!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984","In the surrealist tradition, the ""1874 Central Park Zoo Escape"" was a hoax perpetrated in the <i>New York Herald</i> on November 9, 1874. A rhinoceros was said to be the first to escape, goring his keeper to death and setting into motion the escape of his neighbors. Other animals that the Herald reported free included ""a polar bear, a panther, a Numidian lion, several hyenas, and a Bengal tiger.""","When Dalí wakes up in the Hotel St. Moritz, the city confirms the bloodthirstiness he has excited in it by the temptation of meat, for the first thing he hears is the roar of hungry lions in the Central Park zoo.",,
